Price,Adj Close,Adj Close,Adj Close,Close,Close,Close,High,High,High,Low,Low,Low,Open,Open,Open,Volume,Volume,Volume
Ticker,AAPL,GOOGL,MSFT,AAPL,GOOGL,MSFT,AAPL,GOOGL,MSFT,AAPL,GOOGL,MSFT,AAPL,GOOGL,MSFT,AAPL,GOOGL,MSFT
Date,,,,,,,,,,,,,,,,,,
2021-11-11,144.97216796875,144.7680206298828,321.6670837402344,147.8699951171875,145.76649475097656,332.42999267578125,149.42999267578125,147.53550720214844,333.7699890136719,147.67999267578125,145.60049438476562,330.510009765625,148.9600067138672,146.489501953125,331.25,41000000,16518000,16849800
2021-11-12,147.0506134033203,147.65956115722656,325.81817626953125,149.99000549316406,148.67799377441406,336.7200012207031,150.39999389648438,148.85000610351562,337.2300109863281,147.47999572753906,145.41099548339844,333.7900085449219,148.42999267578125,146.61549377441406,333.9200134277344,63804000,22360000,23831000
2021-11-15,147.06044006347656,147.4351348876953,325.18927001953125,150.0,148.45199584960938,336.07000732421875,151.8800048828125,149.54949951171875,337.8800048828125,149.42999267578125,147.5749969482422,334.0299987792969,150.3699951171875,148.90049743652344,337.5400085449219,59222800,23508000,16723000
2021-11-16,148.04083251953125,146.86305236816406,328.5179138183594,151.0,147.87600708007812,339.510009765625,151.49000549316406,148.7624969482422,340.6700134277344,149.33999633789062,147.3125,335.510009765625,149.94000244140625,148.14950561523438,335.67999267578125,59256200,18904000,20886800
2021-11-17,150.48207092285156,147.03289794921875,328.7408752441406,153.49000549316406,148.0469970703125,339.1199951171875,155.0,148.5594940185547,342.19000244140625,150.99000549316406,147.24000549316406,338.0,151.0,148.02749633789062,338.94000244140625,88807000,19594000,19053400
2021-11-18,154.77621459960938,148.8121337890625,330.82501220703125,157.8699951171875,149.8385009765625,341.2699890136719,158.6699981689453,150.58050537109375,342.45001220703125,153.0500030517578,147.88450622558594,337.1199951171875,153.7100067138672,148.2415008544922,338.17999267578125,137827700,35608000,22463500
2021-11-19,157.40371704101562,147.9063720703125,332.6087341308594,160.5500030517578,148.92649841308594,343.1099853515625,161.02000427246094,150.9665069580078,345.1000061035156,156.52999877929688,148.8990020751953,342.20001220703125,157.64999389648438,149.97549438476562,342.6400146484375,117305600,33682000,21963400
2021-11-22,157.86448669433594,145.2998504638672,329.42913818359375,161.02000427246094,146.302001953125,339.8299865722656,165.6999969482422,149.82949829101562,349.6700134277344,161.0,146.1475067138672,339.54998779296875,161.67999267578125,149.33250427246094,344.6199951171875,117467900,30594000,31031100
2021-11-23,158.246826171875,144.78341674804688,327.3448486328125,161.41000366210938,145.78199768066406,337.67999267578125,161.8000030517578,146.66000366210938,339.45001220703125,159.05999755859375,144.11500549316406,333.55999755859375,161.1199951171875,146.1529998779297,337.04998779296875,96041900,27218000,30427600
2021-11-24,158.76641845703125,145.11907958984375,327.56787109375,161.94000244140625,146.1199951171875,337.9100036621094,162.13999938964844,146.24949645996094,338.1600036621094,159.63999938964844,144.3730010986328,333.9100036621094,160.75,145.47349548339844,336.2799987792969,69463600,18040000,21661300
2021-11-26,153.73695373535156,141.20907592773438,319.5897521972656,156.80999755859375,142.18299865722656,329.67999267578125,160.4499969482422,144.5574951171875,337.92999267578125,156.36000061035156,141.84249877929688,328.1199951171875,159.57000732421875,144.34849548339844,334.3500061035156,76959800,30470000,24217200
2021-11-29,157.0997772216797,144.53363037109375,326.3270568847656,160.24000549316406,145.53050231933594,336.6300048828125,161.19000244140625,146.29750061035156,339.0299987792969,158.7899932861328,143.89349365234375,334.739990234375,159.3699951171875,144.0,334.94000244140625,88748200,32596000,28563500
2021-11-30,162.0605926513672,140.92552185058594,320.4718933105469,165.3000030517578,141.8975067138672,330.5899963378906,165.52000427246094,146.0,337.7799987792969,159.9199981689453,141.60150146484375,328.989990234375,159.99000549316406,145.0084991455078,335.32000732421875,174048100,42068000,42885600
2021-12-01,161.54100036621094,140.08534240722656,319.9775695800781,164.77000427246094,141.05149841308594,330.0799865722656,170.3000030517578,145.95050048828125,339.2799987792969,164.52999877929688,140.91200256347656,329.3900146484375,167.47999572753906,144.0,335.1300048828125,152052500,34020000,33337600
2021-12-02,160.55078125,141.9866943359375,319.40557861328125,163.75999450683594,142.96600341796875,329.489990234375,164.1999969482422,143.864501953125,333.489990234375,157.8000030517578,140.21449279785156,327.79998779296875,158.74000549316406,141.25,330.29998779296875,136739200,29194000,30766000
2021-12-03,158.6684112548828,141.02880859375,313.1239318847656,161.83999633789062,142.00149536132812,323.010009765625,164.9600067138672,144.39999389648438,332.70001220703125,159.72000122070312,140.30099487304688,318.0299987792969,164.02000427246094,143.68099975585938,331.989990234375,118023100,41230000,41779300
2021-12-06,162.08023071289062,142.17440795898438,316.2065734863281,165.32000732421875,143.15499877929688,326.19000244140625,167.8800048828125,143.8524932861328,327.45001220703125,164.27999877929688,140.14999389648438,319.2300109863281,164.2899932861328,143.04049682617188,323.95001220703125,107497000,30618000,30032600
2021-12-07,167.82537841796875,146.26072692871094,324.66937255859375,171.17999267578125,147.26950073242188,334.9200134277344,171.5800018310547,147.531005859375,335.79998779296875,168.33999633789062,145.2274932861328,330.1000061035156,169.0800018310547,145.59649658203125,331.6400146484375,120405400,32240000,31021900
2021-12-08,171.64895629882812,147.17144775390625,324.7178955078125,175.0800018310547,148.18649291992188,334.9700012207031,175.9600067138672,148.39300537109375,335.5,170.6999969482422,146.406005859375,330.79998779296875,172.1300048828125,147.59649658203125,335.30999755859375,116998900,24270000,24761000
2021-12-09,171.13912963867188,146.627197265625,322.9051513671875,174.55999755859375,147.6385040283203,333.1000061035156,176.75,149.10000610351562,336.489990234375,173.9199981689453,147.11500549316406,332.1199951171875,174.91000366210938,147.59100341796875,334.4100036621094,108923700,23270000,22214200
2021-12-10,175.93331909179688,146.9877166748047,332.05615234375,179.4499969482422,148.00149536132812,342.5400085449219,179.6300048828125,148.9774932861328,343.0,174.69000244140625,146.70399475097656,334.7900085449219,175.2100067138672,148.6999969482422,334.9800109863281,115402700,24458000,38095700
2021-12-13,172.2960205078125,144.82760620117188,329.01226806640625,175.74000549316406,145.82650756835938,339.3999938964844,182.1300048828125,147.97000122070312,343.7900085449219,175.52999877929688,145.5175018310547,339.0799865722656,181.1199951171875,147.781494140625,340.67999267578125,153237000,27070000,28899400
2021-12-14,170.91363525390625,142.92124938964844,318.2908020019531,174.3300018310547,143.90699768066406,328.3399963378906,177.74000549316406,144.47999572753906,334.6400146484375,172.2100067138672,141.21499633789062,324.1099853515625,175.25,143.96800231933594,333.2200012207031,139380400,38446000,44438700
2021-12-15,175.7862548828125,145.43788146972656,324.40765380859375,179.3000030517578,146.4409942626953,334.6499938964844,179.5,146.7209930419922,335.19000244140625,172.30999755859375,141.67799377441406,324.5,175.11000061035156,143.40899658203125,328.6099853515625,131063300,36370000,35381100
2021-12-16,168.8842010498047,143.45559692382812,314.9560241699219,172.25999450683594,144.44500732421875,324.8999938964844,181.13999938964844,147.677001953125,336.760009765625,170.75,143.60699462890625,323.0199890136719,179.27999877929688,147.17050170898438,335.7099914550781,150185800,33650000,35034800
2021-12-17,167.7861328125,140.7541961669922,313.8897399902344,171.13999938964844,141.72500610351562,323.79998779296875,173.47000122070312,143.83450317382812,324.9200134277344,169.69000244140625,141.3000030517578,317.25,169.92999267578125,142.5,320.8800048828125,195432700,50416000,47750300
2021-12-20,166.42340087890625,140.6370086669922,310.1187438964844,169.75,141.60699462890625,319.9100036621094,170.5800018310547,141.77450561523438,322.79998779296875,167.4600067138672,139.3209991455078,317.57000732421875,168.27999877929688,140.0,320.04998779296875,107499100,27192000,28326500
2021-12-21,169.5998992919922,142.48974609375,317.2729187011719,172.99000549316406,143.47250366210938,327.2900085449219,173.1999969482422,143.86900329589844,327.7300109863281,169.1199951171875,140.50250244140625,319.79998779296875,171.55999755859375,142.05349731445312,323.2900085449219,91185900,28756000,24740600
2021-12-22,172.1979522705078,145.41207885742188,323.0020751953125,175.63999938964844,146.4149932861328,333.20001220703125,175.86000061035156,146.5,333.6099853515625,172.14999389648438,143.0675048828125,325.75,173.0399932861328,143.0675048828125,328.29998779296875,92135300,26322000,24831500
2021-12-23,172.825439453125,145.91012573242188,324.4464416503906,176.27999877929688,146.91650390625,334.69000244140625,176.85000610351562,148.24349975585938,336.3900146484375,175.27000427246094,146.45199584960938,332.7300109863281,175.85000610351562,146.5,332.75,68356600,26384000,19617800
2021-12-27,176.79605102539062,146.89337158203125,331.968994140625,180.3300018310547,147.906494140625,342.45001220703125,180.4199981689453,148.343994140625,342.4800109863281,177.07000732421875,147.16949462890625,335.42999267578125,177.08999633789062,147.25599670410156,335.4599914550781,74919600,15976000,19947000
2021-12-28,175.77645874023438,145.68223571777344,330.8056640625,179.2899932861328,146.68699645996094,341.25,181.3300018310547,148.2989959716797,343.80999755859375,178.52999877929688,146.05450439453125,340.32000732421875,180.16000366210938,148.23599243164062,343.1499938964844,79144300,18200000,15661500
2021-12-29,175.8647003173828,145.6504364013672,331.4842834472656,179.3800048828125,146.65499877929688,341.95001220703125,180.6300048828125,147.41700744628906,344.29998779296875,178.13999938964844,145.6475067138672,339.67999267578125,179.3300018310547,146.64450073242188,341.29998779296875,62348900,17788000,15042000
2021-12-30,174.70779418945312,145.19903564453125,328.9347229003906,178.1999969482422,146.20050048828125,339.32000732421875,180.57000732421875,147.3000030517578,343.1300048828125,178.08999633789062,145.9945068359375,338.82000732421875,179.47000122070312,146.69400024414062,341.9100036621094,59773000,15688000,15994500
2021-12-31,174.09014892578125,143.8597869873047,326.0265197753906,177.57000732421875,144.8520050048828,336.32000732421875,179.22999572753906,146.69850158691406,339.3599853515625,177.25999450683594,144.8520050048828,335.8500061035156,178.08999633789062,146.0500030517578,338.510009765625,64062300,18136000,18000800
2022-01-03,178.44313049316406,143.9983367919922,324.50457763671875,182.00999450683594,144.9915008544922,334.75,182.8800048828125,145.8509979248047,338.0,177.7100067138672,143.71299743652344,329.7799987792969,177.8300018310547,145.05499267578125,335.3500061035156,104487900,28646000,28865100
2022-01-04,176.17840576171875,143.41038513183594,318.94024658203125,179.6999969482422,144.39950561523438,329.010009765625,182.94000244140625,146.48500061035156,335.20001220703125,179.1199951171875,143.7165069580078,326.1199951171875,182.6300048828125,145.39599609375,334.8299865722656,99310400,28400000,32674300
2022-01-05,171.49209594726562,136.83126831054688,306.6969299316406,174.9199981689453,137.77499389648438,316.3800048828125,180.1699981689453,144.49949645996094,326.07000732421875,174.63999938964844,137.68800354003906,315.9800109863281,179.61000061035156,144.4199981689453,325.8599853515625,94537600,54618000,40054300
2022-01-06,168.6293182373047,136.80393981933594,304.2733459472656,172.0,137.74749755859375,313.8800048828125,175.3000030517578,139.94000244140625,318.70001220703125,171.63999938964844,136.55850219726562,311.489990234375,172.6999969482422,136.99850463867188,313.1499938964844,96904000,37348000,39646100
2022-01-07,168.7959747314453,136.07846069335938,304.4284973144531,172.1699981689453,137.01699829101562,314.0400085449219,174.13999938964844,138.44850158691406,316.5,171.02999877929688,135.76649475097656,310.0899963378906,172.88999938964844,138.14549255371094,314.1499938964844,86709100,29760000,32720000
2022-01-10,168.8155975341797,137.71963500976562,304.6513671875,172.19000244140625,138.66949462890625,314.2699890136719,172.5,138.8195037841797,314.7200012207031,168.1699981689453,133.1645050048828,304.69000244140625,169.0800018310547,135.0780029296875,309.489990234375,106765600,44408000,44289500
2022-01-11,171.64895629882812,138.77880859375,305.3397521972656,175.0800018310547,139.73599243164062,314.9800109863281,175.17999267578125,140.21600341796875,316.6099853515625,170.82000732421875,136.6925048828125,309.8900146484375,172.32000732421875,138.0070037841797,313.3800048828125,76138300,28730000,29386800
2022-01-12,172.090087890625,140.46170043945312,308.52899169921875,175.52999877929688,141.4304962158203,318.2699890136719,177.17999267578125,142.60800170898438,323.4100036621094,174.82000732421875,140.6945037841797,317.0799865722656,176.1199951171875,141.14999389648438,319.6700134277344,74805200,26108000,34372200
2022-01-13,168.8155975341797,137.63771057128906,295.47125244140625,172.19000244140625,138.58700561523438,304.79998779296875,176.6199951171875,142.85000610351562,320.8800048828125,171.7899932861328,138.40899658203125,304.0,175.77999877929688,141.5399932861328,320.4700012207031,84505800,31436000,45366000
2022-01-14,169.6783447265625,138.5250701904297,300.70599365234375,173.07000732421875,139.48049926757812,310.20001220703125,173.77999877929688,140.74200439453125,310.82000732421875,171.08999633789062,136.99850463867188,303.75,171.33999633789062,137.07899475097656,304.25,80440800,29662000,39846400
2022-01-18,166.47242736816406,135.06643676757812,293.3870544433594,169.8000030517578,135.9980010986328,302.6499938964844,172.5399932861328,137.13150024414062,309.79998779296875,169.41000366210938,135.43850708007812,301.739990234375,171.50999450683594,136.1750030517578,304.07000732421875,90956700,34872000,42333200
2022-01-19,162.97239685058594,134.1909637451172,294.0462646484375,166.22999572753906,135.1165008544922,303.3299865722656,171.0800018310547,137.95950317382812,313.9100036621094,165.94000244140625,135.0155029296875,302.70001220703125,170.0,136.52349853515625,306.2900085449219,94815000,28648000,45933900
2022-01-20,161.2860870361328,132.3943634033203,292.3692321777344,164.50999450683594,133.3074951171875,301.6000061035156,169.67999267578125,137.62600708007812,311.6499938964844,164.17999267578125,132.96449279785156,301.1400146484375,166.97999572753906,136.25,309.07000732421875,91420500,29908000,35380700
2022-01-21,159.22726440429688,129.45863342285156,286.9696350097656,162.41000366210938,130.35150146484375,296.0299987792969,166.3300018310547,134.86549377441406,304.1099853515625,162.3000030517578,130.0865020751953,295.6099853515625,164.4199981689453,132.593505859375,302.69000244140625,122848900,55652000,57984400
2022-01-24,158.45272827148438,129.9080352783203,287.29925537109375,161.6199951171875,130.8040008544922,296.3699951171875,162.3000030517578,131.2030029296875,297.1099853515625,154.6999969482422,124.5,276.04998779296875,160.02000427246094,125.97799682617188,292.20001220703125,162294600,76622000,85731500
2022-01-25,156.64878845214844,126.06552124023438,279.6604309082031,159.77999877929688,126.93499755859375,288.489990234375,162.75999450683594,129.3990020751953,294.989990234375,157.02000427246094,126.50050354003906,285.1700134277344,158.97999572753906,128.74000549316406,291.5199890136719,115798400,46960000,72848600
2022-01-26,156.56053161621094,128.3477783203125,287.62884521484375,159.69000244140625,129.23300170898438,296.7099914550781,164.38999938964844,133.0,308.5,157.82000732421875,127.14199829101562,293.0299987792969,163.5,131.11900329589844,307.989990234375,108275300,49130000,90428900
2022-01-27,156.0997314453125,128.121337890625,290.6629943847656,159.22000122070312,129.0050048828125,299.8399963378906,163.83999633789062,132.65249633789062,307.29998779296875,158.27999877929688,128.9324951171875,297.92999267578125,162.4499969482422,131.3040008544922,302.6600036621094,121954600,31950000,53481300
2022-01-28,166.9920654296875,132.43756103515625,298.82537841796875,170.3300018310547,133.3509979248047,308.260009765625,170.35000610351562,133.35650634765625,308.4800109863281,162.8000030517578,128.48500061035156,294.45001220703125,165.7100067138672,129.65899658203125,300.2300109863281,179935700,34362000,49743700
2022-01-31,171.3548126220703,134.37669372558594,301.4620056152344,174.77999877929688,135.30349731445312,310.9800109863281,175.0,135.47300720214844,312.3800048828125,169.50999450683594,132.20950317382812,306.3699951171875,170.16000366210938,134.16200256347656,308.95001220703125,115541600,39986000,46444500
2022-02-01,171.1881103515625,136.70114135742188,299.31005859375,174.61000061035156,137.6439971923828,308.760009765625,174.83999633789062,137.79299926757812,310.6300048828125,172.30999755859375,134.36849975585938,305.1300048828125,174.00999450683594,137.59449768066406,310.4100036621094,86213900,68644000,40950400
2022-02-02,172.39402770996094,146.98623657226562,303.8662109375,175.83999633789062,148.0,313.4599914550781,175.8800048828125,151.54649353027344,315.1199951171875,173.3300018310547,145.5225067138672,308.8800048828125,174.75,151.25,309.6300048828125,84914300,123200000,36636000
2022-02-03,169.51168823242188,142.10986328125,292.0299377441406,172.89999389648438,143.08999633789062,301.25,176.24000549316406,149.6750030517578,311.2300109863281,172.1199951171875,142.66549682617188,299.9599914550781,174.47999572753906,145.70550537109375,309.489990234375,89418100,71518000,43730000
2022-02-04,169.22698974609375,142.31146240234375,296.576416015625,172.38999938964844,143.29299926757812,305.94000244140625,174.10000610351562,144.875,308.79998779296875,170.67999267578125,140.51499938964844,299.9700012207031,171.67999267578125,143.4445037841797,300.2099914550781,82465400,57998000,35096500
2022-02-07,168.5103759765625,138.2475128173828,291.73907470703125,171.66000366210938,139.2010040283203,300.95001220703125,173.9499969482422,144.25,307.8399963378906,170.9499969482422,138.89999389648438,299.8999938964844,172.86000061035156,144.25,306.1700134277344,77251200,54974000,28533300
2022-02-08,171.62222290039062,138.44412231445312,295.23858642578125,174.8300018310547,139.3990020751953,304.55999755859375,175.35000610351562,140.0,305.55999755859375,171.42999267578125,137.01400756835938,299.95001220703125,171.72999572753906,139.02650451660156,301.25,74829200,54284000,32421200
2022-02-09,173.04563903808594,140.62210083007812,301.68505859375,176.27999877929688,141.5919952392578,311.2099914550781,176.64999389648438,142.52450561523438,311.92999267578125,174.89999389648438,140.18699645996094,307.3900146484375,176.0500030517578,140.9635009765625,309.8699951171875,71285000,40144000,31284700
2022-02-10,168.96194458007812,137.67047119140625,293.1253356933594,172.1199951171875,138.6199951171875,302.3800048828125,175.47999572753906,141.4844970703125,309.1199951171875,171.5500030517578,137.95700073242188,300.70001220703125,174.13999938964844,139.70350646972656,304.0400085449219,90865900,39330000,45386200
2022-02-11,165.54580688476562,133.36268615722656,286.010009765625,168.63999938964844,134.28250122070312,295.0400085449219,173.0800018310547,139.156494140625,304.2900085449219,168.0399932861328,133.39999389648438,294.2200012207031,172.3300018310547,138.60000610351562,303.19000244140625,98670700,39958000,39175600
2022-02-14,165.78138732910156,134.59765625,285.97119140625,168.8800048828125,135.5260009765625,295.0,169.5800018310547,136.3000030517578,296.760009765625,166.55999755859375,133.25650024414062,291.3500061035156,167.3699951171875,133.25650024414062,293.7699890136719,86185500,34302000,36359500
2022-02-15,169.61965942382812,135.67276000976562,291.2738037109375,172.7899932861328,136.60850524902344,300.4700012207031,172.9499969482422,138.10850524902344,300.79998779296875,170.25,135.82150268554688,297.0199890136719,170.97000122070312,137.57049560546875,300.010009765625,62527400,26680000,27058300
2022-02-16,169.38409423828125,136.79452514648438,290.93377685546875,172.5500030517578,137.73800659179688,299.5,173.33999633789062,138.08599853515625,300.8699951171875,170.0500030517578,134.9239959716797,293.67999267578125,171.85000610351562,136.64649963378906,298.3699951171875,61177400,25022000,29982100
2022-02-17,165.78138732910156,131.63111877441406,282.4146423339844,168.8800048828125,132.53900146484375,290.7300109863281,171.91000366210938,137.11349487304688,296.79998779296875,168.47000122070312,132.47850036621094,290.0,171.02999877929688,136.2429962158203,296.3599853515625,69589300,38950000,32461600
2022-02-18,164.23040771484375,129.50975036621094,279.6947021484375,167.3000030517578,130.4029998779297,287.92999267578125,170.5399932861328,134.07000732421875,293.8599853515625,166.19000244140625,130.19650268554688,286.30999755859375,169.82000732421875,133.4669952392578,293.04998779296875,82772700,45620000,34264000
2022-02-22,161.3050537109375,128.92428588867188,279.49066162109375,164.32000732421875,129.81350708007812,287.7200012207031,166.69000244140625,132.1804962158203,291.5400085449219,162.14999389648438,128.22349548339844,284.5,164.97999572753906,129.83799743652344,285.0,91162800,44990000,41736100
2022-02-23,157.13304138183594,126.71404266357422,272.25384521484375,160.07000732421875,127.58799743652344,280.2699890136719,166.14999389648438,132.05099487304688,291.70001220703125,159.75,127.52749633789062,280.1000061035156,165.5399932861328,131.64849853515625,290.17999267578125,90009200,32786000,37811200
2022-02-24,159.75408935546875,131.78207397460938,286.1642150878906,162.74000549316406,132.6909942626953,294.5899963378906,162.85000610351562,133.0,295.1600036621094,152.0,124.95349884033203,271.5199890136719,152.5800018310547,124.95349884033203,272.510009765625,141147500,54456000,56989700
2022-02-25,161.8253631591797,133.5384521484375,288.806396484375,164.85000610351562,134.45950317382812,297.30999755859375,165.1199951171875,135.27149963378906,297.6300048828125,160.8699951171875,131.75149536132812,291.6499938964844,163.83999633789062,133.552001953125,295.1400146484375,91974200,36406000,32546700
2022-02-28,162.0903778076172,134.1318817138672,290.244140625,165.1199951171875,135.0570068359375,298.7900085449219,165.4199981689453,135.75149536132812,299.1400146484375,162.42999267578125,132.59249877929688,293.0,163.05999755859375,133.0500030517578,294.30999755859375,95056600,38864000,34627500
2022-03-01,160.20559692382812,133.14317321777344,286.5139465332031,163.1999969482422,134.06149291992188,294.95001220703125,166.60000610351562,136.2554931640625,299.9700012207031,161.97000122070312,133.218505859375,292.1499938964844,164.6999969482422,134.8784942626953,296.3999938964844,83474400,26496000,31217800
2022-03-02,163.5039520263672,133.6497039794922,291.60406494140625,166.55999755859375,134.57150268554688,300.19000244140625,167.36000061035156,135.2624969482422,301.4700012207031,162.9499969482422,133.07150268554688,293.70001220703125,164.38999938964844,134.6280059814453,295.3599853515625,79724800,23520000,31873000
2022-03-03,163.1800079345703,132.98231506347656,287.4561767578125,166.22999572753906,133.89950561523438,295.9200134277344,168.91000366210938,136.4394989013672,303.1300048828125,165.5500030517578,133.02549743652344,294.04998779296875,168.47000122070312,136.00999450683594,302.8900146484375,76678400,24604000,27314500
2022-03-04,160.17613220214844,131.00294494628906,281.5695495605469,163.1699981689453,131.906494140625,289.8599853515625,165.5500030517578,133.85150146484375,295.6600036621094,162.10000610351562,130.33749389648438,287.1700134277344,164.49000549316406,132.92750549316406,294.2900085449219,83737200,30430000,32356500
2022-03-07,156.37718200683594,125.51283264160156,270.9327392578125,159.3000030517578,126.37850189208984,278.9100036621094,165.02000427246094,131.73500061035156,289.69000244140625,159.0399932861328,126.29499816894531,278.5299987792969,163.36000061035156,131.48800659179688,288.5299987792969,96418800,45112000,43157200
2022-03-08,154.55128479003906,126.23385620117188,267.960205078125,157.44000244140625,127.10449981689453,275.8500061035156,162.8800048828125,131.25,283.9599914550781,155.8000030517578,125.67449951171875,270.0,158.82000732421875,126.25,277.79998779296875,131148300,40428000,48159500
2022-03-09,159.96018981933594,132.506103515625,280.2484436035156,162.9499969482422,133.4199981689453,288.5,163.41000366210938,133.73550415039062,289.6000061035156,159.41000366210938,129.90049743652344,280.7799987792969,161.47999572753906,131.25,283.44000244140625,91454900,37026000,35204500
2022-03-10,155.6114959716797,131.5223846435547,277.421630859375,158.52000427246094,132.42950439453125,285.5899963378906,160.38999938964844,133.27200317382812,286.6000061035156,155.97999572753906,130.91250610351562,280.5799865722656,160.1999969482422,131.26600646972656,283.0199890136719,105342000,27102000,30628000
2022-03-11,151.89105224609375,128.9809112548828,272.05950927734375,154.72999572753906,129.87049865722656,280.07000732421875,159.27999877929688,133.79550170898438,289.510009765625,154.5,129.63150024414062,279.42999267578125,158.92999267578125,133.48849487304688,287.9599914550781,96970100,31526000,27209300
2022-03-14,147.8564453125,125.0882568359375,268.5333251953125,150.6199951171875,125.95099639892578,276.44000244140625,154.1199951171875,130.40899658203125,285.3999938964844,150.10000610351562,125.2750015258789,275.82000732421875,151.4499969482422,130.25,280.3399963378906,108732100,38812000,30660700
2022-03-15,152.24436950683594,128.31300354003906,278.9369812011719,155.08999633789062,129.197998046875,287.1499938964844,155.57000732421875,129.85450744628906,287.82000732421875,150.3800048828125,125.72049713134766,278.7300109863281,150.89999389648438,126.97599792480469,280.3500061035156,92964300,30920000,34245100
2022-03-16,156.661865234375,132.3675537109375,285.969970703125,159.58999633789062,133.28050231933594,294.3900146484375,160.0,133.33299255371094,294.57000732421875,154.4600067138672,128.7344970703125,283.20001220703125,157.0500030517578,130.73300170898438,289.1099853515625,102300200,35576000,37826300
2022-03-17,157.67295837402344,132.92222595214844,286.7762145996094,160.6199951171875,133.83900451660156,295.2200012207031,161.0,134.08050537109375,295.6099853515625,157.6300048828125,132.18499755859375,289.3699951171875,158.61000061035156,133.1490020751953,293.2900085449219,75615400,28264000,30816600
2022-03-18,160.9713134765625,135.1930389404297,291.8371276855469,163.97999572753906,136.12550354003906,300.42999267578125,164.47999572753906,136.24400329589844,301.0,159.75999450683594,132.2584991455078,292.7300109863281,160.50999450683594,133.42449951171875,295.3699951171875,123511700,44566000,43390600
2022-03-21,162.34561157226562,135.16920471191406,290.6034851074219,165.3800048828125,136.10150146484375,299.1600036621094,166.35000610351562,137.0500030517578,300.1400146484375,163.00999450683594,134.09249877929688,294.8999938964844,163.50999450683594,136.1634979248047,298.8900146484375,95811400,26832000,28351200
2022-03-22,165.72251892089844,138.90992736816406,295.3633728027344,168.82000732421875,139.8679962158203,304.05999755859375,169.4199981689453,141.0500030517578,305.0,164.91000366210938,136.10150146484375,298.7699890136719,165.50999450683594,136.10150146484375,299.79998779296875,81532000,35496000,27599700
2022-03-23,167.0869903564453,137.32835388183594,290.92413330078125,170.2100067138672,138.27549743652344,299.489990234375,172.63999938964844,139.5885009765625,303.2300109863281,167.64999389648438,137.8350067138672,297.7200012207031,167.99000549316406,138.70249938964844,300.510009765625,98062700,25154000,25715400
2022-03-24,170.8761749267578,140.60226440429688,295.40228271484375,174.07000732421875,141.57200622558594,304.1000061035156,174.13999938964844,141.61900329589844,304.20001220703125,170.2100067138672,137.75050354003906,298.32000732421875,171.05999755859375,139.1999969482422,299.1400146484375,90131400,26396000,24484500
