Action,Reward
-0.7209474,1.2858644607486578
-0.72203386,1.285417821798836
-0.7232529,1.289348274319118
-0.7169166,1.2785569142946422
-0.69434047,1.1069973145047378
-0.6910049,1.0470995535530392
-0.6858337,1.0059568511961852
-0.684307,0.9835068562458447
-0.703124,0.990270277782922
-0.70205337,0.987101851007468
-0.7059812,0.9887073406883825
-0.7042744,0.9863585859414188
-0.7056039,0.9864649339282678
-0.6989262,0.9815096879673793
-0.69633496,0.9765442032197599
-0.71748435,0.9890860606204732
-0.724635,0.9919229462213754
-0.72945744,0.9930247722794088
-0.73190594,0.9928617311076093
-0.7297538,0.9890223123455633
-0.72866523,0.9867778708146587
-0.72288465,0.9851586570123396
-0.720635,0.9858754477158594
-0.7096015,0.9821581028496229
-0.7005996,0.9764988000736791
-0.7084621,0.9813870079823297
-0.70599586,0.9801971101891238
-0.7115841,0.9841892070096887
-0.71612513,0.9873177776423059
-0.7164315,0.9883810359629663
-0.7132023,0.9884063483473555
-0.7148828,0.9912671802993865
-0.7096677,0.9893372382695442
-0.7036675,0.9893776079644327
-0.70124817,0.9928495020423136
-0.70043916,1.0020291832341113
-0.69614196,1.0112347700491335
-0.69411993,1.0047147412585664
-0.69786316,1.0044909868549854
-0.70701414,1.0092677191559831
-0.70132625,1.0053702755688132
-0.6974226,1.000230073435095
-0.7039678,1.005444536045018
-0.70033306,1.005799675224394
-0.69834244,1.002563223563632
-0.6951335,1.0010857605770151
-0.6839819,0.9921972161825761
-0.6752627,0.9811852860981262
-0.67377853,0.9748554767142139
-0.67359483,0.9718439029229229
-0.682762,0.978300137539517
-0.69221914,0.9888851310694711
-0.69434035,0.9913705268815677
-0.68945163,0.9874317221020872
-0.6976685,0.9932796344521306
-0.6967027,0.9938830545976987
-0.70145506,0.9996132598303726
-0.7105055,1.007750845072676
-0.7186842,1.0099588586671704
-0.7000493,1.0059264656975135
-0.7029495,1.0143284873423632
-0.69979393,1.0171355499498222
-0.69731,1.017449941629985
-0.7089033,1.0194683958683264
-0.7046708,1.0159749068494026
-0.70142335,1.0137429419104387
-0.6987952,1.012496457077873
-0.7016558,1.0133631933083616
-0.69966346,1.0148788611264241
-0.7025358,1.0159761325762702
-0.6996025,1.0143087448118662
-0.7043979,1.0165361196987035
-0.69932175,1.0141626179927847
-0.72119594,1.0116773805230501
-0.7263658,1.0002958718226234
-0.71523017,0.9943630692850567
-0.7086359,1.0004333337306397
-0.70639265,1.0153073807440933
-0.70423484,1.0405122906974316
-0.6981345,1.0553695946251689
-0.7008437,1.0634755762911978
-0.7042972,1.070780861900543
-0.71242,1.0860330796609228
-0.7150994,1.0846931409975755
-0.7115481,1.0865450948696103
-0.7102032,1.0864164614220648
-0.7013893,1.0816129081984323
-0.69878083,1.0894612187865091
-0.70810586,1.096070553337903
-0.72463024,1.0803738470457405
-0.7207619,1.070035055780637
-0.72168326,1.0656080113344806
-0.7221557,1.0567232687925376
-0.7246888,1.0483991567429716
-0.7205671,1.04419782305746
-0.725175,1.0432944908841668
-0.72667986,1.0390617781719256
-0.7295232,1.0359596476016333
-0.72966987,1.0314428236828221
-0.72970915,1.0305486151016703
-0.73127604,1.0275239440130732
-0.7329723,1.0283244958986741
-0.7278579,1.0232917637975678
-0.7149473,1.01899749719715
-0.72066045,1.021501581112204
-0.72067785,1.0228613901483201
-0.72123307,1.0258589673080039
-0.7231089,1.0312253541109784
-0.7248742,1.0443074784259
-0.7279573,1.0567387189365358
-0.7284956,1.0659509143647057
-0.7310004,1.0664614596516777
-0.72540885,1.0651707680780633
-0.7296408,1.0702722545468097
-0.71611863,1.069419036446072
-0.7347827,1.101075673302378
-0.7389991,1.1469974633123927
-0.7397304,1.1638198783177836
-0.73546225,1.1512917634894353
-0.7384609,1.1417054403972464
-0.7328272,1.1397332053242948
-0.7225815,1.135158438395726
-0.7180076,1.1234007474254706
-0.7188612,1.121035918462694
-0.72011364,1.1168255383020933
-0.7252723,1.1190398047724783
-0.7262362,1.1199439845529824
-0.7180505,1.1090966005132699
-0.72546905,1.1134921588480555
-0.72891724,1.1167375145058844
-0.73009515,1.1200580779458724
-0.7340914,1.116932680810716
-0.73520535,1.124802405379608
-0.73585755,1.12321904840131
-0.7388794,1.1193577627589817
-0.72678876,1.1180212221842938
-0.7295138,1.1224652174163179
-0.73268324,1.1244612205365918
-0.7330141,1.1234189773160335
-0.72052103,1.1101571654209066
-0.7139721,1.0896017151121502
-0.72220194,1.091588854761313
-0.725744,1.0930131282367674
-0.727813,1.1054834540691387
-0.71351326,1.0852077480429574
-0.7117077,1.0768151769248056
-0.71263814,1.0761580956604395
-0.7132207,1.0729151053572212
-0.7144389,1.078091866896382
-0.7211276,1.0855078436636587
-0.713279,1.0746268573270543
-0.7164029,1.0749486568064117
-0.69827545,1.0370800214703808
-0.6954801,1.0127515942157208
-0.70145464,1.0062460996187355
-0.7086903,1.0072017435889067
-0.71410424,1.0091624387731997
-0.7163715,1.0104741395678625
-0.7224652,1.0149985436640938
-0.7231618,1.0173415144767193
-0.72765726,1.0228379368788323
-0.72953296,1.0272976495459682
-0.72917354,1.0317185630953025
-0.73012954,1.0400754718085785
-0.72984827,1.038168287907653
-0.7249684,1.0380738736320667
-0.72918296,1.0429277357674216
-0.72978497,1.046012736633263
-0.7313273,1.0416577632801818
-0.72677517,1.0384096282866235
-0.7329275,1.0363772975307755
-0.7305927,1.0329576960114952
-0.71440697,1.0259216109895881
-0.71016335,1.0224061017831807
-0.71393263,1.025089037695891
-0.71035755,1.0223196140362212
-0.71060157,1.0214019692265282
-0.7086243,1.0181039580567197
-0.71577466,1.0215353240705958
-0.7160692,1.0222890378180838
-0.71528476,1.0217187474481517
-0.69979465,1.0155566130494518
-0.7013606,1.0231513780136348
-0.7129159,1.037900098422774
-0.7290934,1.0474531240908747
-0.7275206,1.0463736339865113
-0.7234034,1.0447996808204354
-0.72507864,1.0451272075624747
-0.72254956,1.0439417054892313
-0.7248931,1.0461517555992659
-0.72545207,1.0484021589963488
-0.73472476,1.0486446373918714
-0.7183939,1.0433617157116915
-0.7195046,1.0471946095184184
-0.71699655,1.0464819622172599
-0.71942985,1.0511867710905407
-0.70828515,1.0452382516659542
-0.7171286,1.056440670925874
-0.7238517,1.0616620025871226
-0.7227713,1.0709748779271573
-0.71947074,1.0785971864427324
-0.7272768,1.0778261198335037
-0.73166704,1.0740129144489765
-0.7238494,1.0701251839533859
-0.7199233,1.0724052764149072
-0.71801686,1.0759039107947463
-0.7202971,1.0849208668325505
-0.7186341,1.085193667953497
-0.70597553,1.0676576717163406
-0.70553476,1.0577823322617577
-0.7134737,1.0823999701172529
-0.71831995,1.1127970787660482
